query,positive,label
Health insurance issuer,reimbursement,37
Health insurance issuer,medicaid,37
Health insurance issuer,co-insurance,37
Health insurance issuer,hospital,37
Health insurance issuer,service,37
Health insurance issuer,premium,37
Health insurance issuer,recovery,37
Health insurance issuer,professional,37
Health insurance issuer,pharmacy,37
Health insurance issuer,practice,37
Health insurance issuer,medical,37
Health insurance issuer,appeal,37
Health insurance issuer,payment,37
Health insurance issuer,disability,37
Health insurance issuer,company,37
Health insurance issuer,benefit,37
Health insurance issuer,rehabilitation,37
Health insurance issuer,provider,37
Health insurance issuer,pre-existing,37
Health insurance issuer,doctor,37
Health insurance issuer,plan,37
Health insurance issuer,policy,37
Health insurance issuer,copayment,37
Health insurance issuer,medicare,37
Health insurance issuer,policyholder,37
Health insurance issuer,treatment,37
Summary health information,healthcare certification,38
Summary health information,data aggregation,38
Summary health information,group health plans,38
Summary health information,healthcare security,38
Summary health information,healthcare,38
Summary health information,electronic health records,38
Summary health information,healthcare enrollment,38
Summary health information,health insurance issuers,38
Summary health information,healthcare accreditation,38
Summary health information,claims,38
Summary health information,healthcare auditing,38
Summary health information,healthcare insights,38
Summary health information,healthcare analytics,38
Summary health information,healthcare re-disenrollment,38
Summary health information,benefits,38
Summary health information,healthcare termination,38
Summary health information,healthcare IT,38
Summary health information,healthcare management,38
Summary health information,healthcare registration,38
Summary health information,healthcare licensing,38
Summary health information,healthcare clearinghouses,38
Summary health information,HR,38
Summary health information,healthcare renewal,38
Summary health information,HIPAA,38
Summary health information,healthcare reporting,38
Summary health information,healthcare disenrollment,38
Summary health information,healthcare operations,38
Summary health information,insurance,38
Summary health information,healthcare administration,38
Summary health information,data protection,38
Summary health information,healthcare re-enrollment,38
Summary health information,employee,38
Summary health information,medical records,38
Summary health information,HMOs,38
Summary health information,premiums,38
Summary health information,patient data,38
Summary health information,healthcare providers,38
Summary health information,healthcare compliance,38
Summary health information,healthcare cancellation,38
Plan administration functions,administer,39
Plan administration functions,regulatory,39
Plan administration functions,health,39
Plan administration functions,procedures,39
Plan administration functions,regulate,39
Plan administration functions,governance,39
Plan administration functions,group,39
Plan administration functions,healthcare,39
Plan administration functions,coverage,39
Plan administration functions,oversight,39
Plan administration functions,oversee,39
Plan administration functions,protocol,39
Plan administration functions,obligations,39
Plan administration functions,accountability,39
Plan administration functions,sponsor,39
Plan administration functions,operations,39
Plan administration functions,requirements,39
Plan administration functions,compliance,39
Plan administration functions,functions,39
Plan administration functions,law,39
Plan administration functions,benefit,39
Plan administration functions,provider,39
Plan administration functions,manage,39
Plan administration functions,insurance,39
Plan administration functions,liability,39
Plan administration functions,administration,39
Plan administration functions,organization,39
Plan administration functions,plan,39
Plan administration functions,policy,39
Plan administration functions,responsibility,39
Plan administration functions,comply,39
Plan administration functions,regulations,39
Plan administration functions,management,39
Covered functions,healthcare clearinghouse,40
Covered functions,medical services,40
Covered functions,healthcare claims,40
Covered functions,healthcare payments,40
Covered functions,healthcare security,40
Covered functions,healthcare,40
Covered functions,insurance coverage,40
Covered functions,health insurance,40
Covered functions,healthcare record-keeping,40
Covered functions,healthcare functions,40
Covered functions,healthcare regulations,40
Covered functions,healthcare data protection,40
Covered functions,healthcare provider,40
Covered functions,healthcare benefits,40
Covered functions,healthcare billing,40
Covered functions,healthcare entity,40
Covered functions,healthcare laws,40
Covered functions,health benefits,40
Covered functions,healthcare coding,40
Covered functions,healthcare documentation,40
Covered functions,healthcare privacy,40
Covered functions,health plan,40
Covered functions,covered entity,40
Covered functions,healthcare standards,40
Covered functions,healthcare rules,40
Covered functions,healthcare services,40
Covered functions,healthcare reimbursement,40
Covered functions,healthcare compliance,40
Covered functions,HIPAA,40
Organized health care arrangement,hmo,41
Organized health care arrangement,healthcare policy,41
Organized health care arrangement,healthcare innovation,41
Organized health care arrangement,healthcare,41
Organized health care arrangement,medicaid,41
Organized health care arrangement,healthcare financing,41
Organized health care arrangement,hospital,41
Organized health care arrangement,health insurance,41
Organized health care arrangement,healthcare technology,41
Organized health care arrangement,medical billing,41
Organized health care arrangement,patient care,41
Organized health care arrangement,healthcare provider,41
Organized health care arrangement,medical billing services,41
Organized health care arrangement,insurance claims,41
Organized health care arrangement,healthcare reform,41
Organized health care arrangement,patient outcomes,41
Organized health care arrangement,patient,41
Organized health care arrangement,healthcare quality,41
Organized health care arrangement,medical ethics,41
Organized health care arrangement,provider,41
Organized health care arrangement,insurance regulations,41
Organized health care arrangement,insurance,41
Organized health care arrangement,doctor,41
Organized health care arrangement,healthcare equity,41
Organized health care arrangement,medical disparities,41
Organized health care arrangement,medical records,41
Organized health care arrangement,medical research,41
Organized health care arrangement,healthcare access,41
Organized health care arrangement,patient rights,41
Organized health care arrangement,medicare,41
Organized health care arrangement,healthcare law,41
Psychotherapy notes,medication,42
Psychotherapy notes,session,42
Psychotherapy notes,psychoanalysis,42
Psychotherapy notes,family therapy,42
Psychotherapy notes,diagnosis,42
Psychotherapy notes,psychology,42
Psychotherapy notes,group,42
Psychotherapy notes,healthcare,42
Psychotherapy notes,prognosis,42
Psychotherapy notes,analysis,42
Psychotherapy notes,results,42
Psychotherapy notes,therapy,42
Psychotherapy notes,progress,42
Psychotherapy notes,analyze,42
Psychotherapy notes,family,42
Psychotherapy notes,professional,42
Psychotherapy notes,monitor,42
Psychotherapy notes,medical,42
Psychotherapy notes,healthcare provider,42
Psychotherapy notes,test,42
Psychotherapy notes,counseling,42
Psychotherapy notes,private session,42
Psychotherapy notes,summary,42
Psychotherapy notes,record,42
Psychotherapy notes,provider,42
Psychotherapy notes,symptoms,42
Psychotherapy notes,mental health professional,42
Psychotherapy notes,group counseling,42
Psychotherapy notes,prescription,42
Psychotherapy notes,clinical,42
Psychotherapy notes,session notes,42
Psychotherapy notes,private,42
Psychotherapy notes,document,42
Psychotherapy notes,mental health,42
Psychotherapy notes,treatment,42
Family member,grandchild,43
Family member,child,43
Family member,kinship,43
Family member,marriage,43
Family member,family connections,43
Family member,descendant,43
Family member,affinity,43
Family member,blood relation,43
Family member,consanguinity,43
Family member,family dynamics,43
Family member,spouse,43
Family member,relative,43
Family member,family tree,43
Family member,lineage,43
Family member,dependents,43
Family member,ancestor,43
Family member,heredity,43
Family member,uncle,43
Family member,aunt,43
Family member,adoption,43
Family member,kin,43
Family member,family relationships,43
Family member,household,43
Family member,niece,43
Family member,parent,43
Family member,family ties,43
Employer,Accountability,44
Employer,Agreement,44
Employer,Industry,44
Employer,Labor,44
Employer,Union,44
Employer,Hiring,44
Employer,Staff,44
Employer,Business,44
Employer,Salaries,44
Employer,Office,44
Employer,Benefits,44
Employer,Recruitment,44
Employer,Team,44
Employer,Authority,44
Employer,HR,44
Employer,Career,44
Employer,Contract,44
Employer,Leadership,44
Employer,Organization,44
Employer,Training,44
Employer,Supervision,44
Board,Office of the Secretary,45
Board,Regulatory appeals,45
Board,Administrative law judges,45
Board,Regulations,45
Board,Government regulations,45
Board,Public policy,45
Board,Departmental Appeals Board,45
Board,Administrative review,45
Board,Legislative bodies,45
Board,Regulatory decisions,45
Board,Policy makers,45
Board,Government officials,45
Board,Regulatory compliance,45
Board,Administrative tribunals,45
Board,Administrative law,45
Board,Administrative procedures,45
Board,Regulatory interpretation,45
Board,Policy implementation,45
Board,Regulatory impact,45
Board,Regulatory bodies,45
Board,Federal government,45
Board,Government oversight,45
Board,Bureaucracy,45
Board,Regulatory enforcement,45
Board,Government agencies,45
Board,HHS Departmental Appeals Board,45
Board,Panel members,45
Board,Government offices,45
Board,Regulatory frameworks,45
Board,Appeals Board,45
Board,Decision makers,45
Inmate,Surveillance,46
Inmate,Administration,46
Inmate,Conviction,46
Inmate,Regulations,46
Inmate,Misdemeanor,46
Inmate,Regulation,46
Inmate,Management,46
Inmate,Court,46
Inmate,Rehabilitation center,46
Inmate,Sentencing,46
Inmate,Rules,46
Inmate,Punishment,46
Inmate,Detention,46
Inmate,Authority,46
Inmate,Custody,46
Inmate,Law enforcement,46
Inmate,Security,46
Inmate,Confinement,46
Inmate,Crime,46
Inmate,Police,46
Inmate,Rehabilitation,46
Inmate,Guard,46
Inmate,Compliance,46
Inmate,Probation,46
Inmate,Criminal justice,46
State agency,public administration,47
State agency,legislative,47
State agency,program,47
State agency,regulatory,47
State agency,government oversight,47
State agency,regulation,47
State agency,enforcement,47
State agency,oversight committee,47
State agency,regulatory compliance,47
State agency,policy development,47
State agency,oversight,47
State agency,policy implementation,47
State agency,governmental regulation,47
State agency,bureaucracy,47
State agency,compliance,47
State agency,program management,47
State agency,public policy,47
State agency,administrative regulation,47
State agency,public sector,47
State agency,executive,47
State agency,policy-making,47
State agency,regulatory framework,47
State agency,administration,47
State agency,policy,47
State agency,federal government,47
State agency,regulatory body,47
Header.,Patient Consent,48
Header.,Covered Entity,48
Header.,Healthcare,48
Header.,Medical Staff,48
Header.,Patient Rights,48
Header.,Long-term Care Insurance,48
Header.,Patient Representatives,48
Header.,MCOs,48
Header.,Physicians,48
Header.,Medical Billing,48
Header.,Protected Health Information,48
Header.,Managed Care Organizations,48
Header.,Regulations,48
Header.,Healthcare Providers,48
Header.,Remote Healthcare,48
Header.,Health Plans,48
Header.,Communication,48
Header.,Nurses,48
Header.,Telemedicine,48
Header.,Healthcare Facilities,48
Header.,Patient Advocates,48
Header.,Medical Records,48
Header.,EHRs,48
Header.,Clinics,48
Header.,Insurance Providers,48
Header.,Electronic Health Records,48
Header.,Transparency,48
Header.,Insurance Companies,48
Header.,Notice of Privacy Practices,48
Header.,Dentists,48
Header.,Hospitals,48
Header.,Confidentiality,48
Header.,Security,48
Header.,Authorization,48
Header.,Long-term Care Policies,48
Header.,Documentation,48
Header.,Health Insurance,48
Header.,Medical Coding,48
Header.,Group Health Plans,48
Header.,Medical Offices,48
Header.,Breach Notification,48
Header.,HMOs,48
Header.,Compliance,48
Header.,Healthcare Advocacy,48
Header.,Patient Information,48
Header.,HIPAA,48
Direct treatment relationship,Healthcare,49
Direct treatment relationship,Treat,49
Direct treatment relationship,Certified,49
Direct treatment relationship,Individual,49
Direct treatment relationship,Regulatory,49
Direct treatment relationship,Compassionate use,49
Direct treatment relationship,Treatment,49
Direct treatment relationship,Relationship,49
Direct treatment relationship,Patient,49
Direct treatment relationship,Government-funded,49
Direct treatment relationship,Insurance,49
Direct treatment relationship,Self-pay,49
Direct treatment relationship,Therapy,49
Direct treatment relationship,Private insurance,49
Direct treatment relationship,Regulated,49
Direct treatment relationship,Payment,49
Direct treatment relationship,Approved,49
Direct treatment relationship,Authorized,49
Direct treatment relationship,Healthcare provider,49
Direct treatment relationship,Participation,49
Direct treatment relationship,Caregiver,49
Direct treatment relationship,Licensed,49
Direct treatment relationship,Directly,49
Direct treatment relationship,Adherence,49
Direct treatment relationship,Discretionary treatment,49
Direct treatment relationship,Direct,49
Direct treatment relationship,Engagement,49
Direct treatment relationship,Medicaid,49
Direct treatment relationship,Prescription,49
Direct treatment relationship,Uncompensated care,49
Direct treatment relationship,Reimbursement,49
Direct treatment relationship,Medication,49
Direct treatment relationship,Medicare,49
Direct treatment relationship,Non-indirect,49
Direct treatment relationship,Medically necessary,49
Direct treatment relationship,Compliance,49
Direct treatment relationship,Provider,49
Designated record set,record keeping,50
Designated record set,protected health information,50
Designated record set,enrollment systems,50
Designated record set,health records,50
Designated record set,electronic health records,50
Designated record set,health data management,50
Designated record set,healthcare data analytics,50
Designated record set,health insurance,50
Designated record set,claims,50
Designated record set,healthcare records management,50
Designated record set,healthcare regulations,50
Designated record set,health plan records,50
Designated record set,payment systems,50
Designated record set,healthcare provider records,50
Designated record set,EHRs,50
Designated record set,healthcare IT,50
Designated record set,information handling,50
Designated record set,healthcare provider,50
Designated record set,PHI,50
Designated record set,healthcare records,50
Designated record set,covered health care provider,50
Designated record set,adjudication,50
Designated record set,health information technology,50
Designated record set,record sharing,50
Designated record set,data protection,50
Designated record set,health data security,50
Designated record set,HIPAA compliance,50
Designated record set,medical records,50
Designated record set,covered entity,50
Designated record set,patient data,50
Designated record set,patient confidentiality,50
Designated record set,health management,50
Electronic media,Memory,51
Electronic media,Telephone,51
Electronic media,Network,51
Electronic media,Data,51
Electronic media,System,51
Electronic media,Computer,51
Electronic media,Client,51
Electronic media,Communication,51
Electronic media,Leased lines,51
Electronic media,Disk,51
Electronic media,Exchange,51
Electronic media,Card,51
Electronic media,Storage,51
Electronic media,Internet,51
Electronic media,Transmission,51
Electronic media,Facsimile,51
Electronic media,Receive,51
Electronic media,Digital,51
Electronic media,Information,51
Electronic media,Dial-up,51
Electronic media,Tape,51
Electronic media,Server,51
Electronic media,Transmit,51
Transaction,communication,52
Transaction,certification,52
Transaction,approval,52
Transaction,claim,52
Transaction,network,52
Transaction,data,52
Transaction,regulation,52
Transaction,status,52
Transaction,denial,52
Transaction,disenrollment,52
Transaction,endorsement,52
Transaction,ehealth,52
Transaction,healthcare,52
Transaction,transfer,52
Transaction,funds,52
Transaction,financial,52
Transaction,system,52
Transaction,attachment,52
Transaction, HIPAA,52
Transaction,premium,52
Transaction,information,52
Transaction,referral,52
Transaction,medical,52
Transaction,protection,52
Transaction,compliance,52
Transaction,eligibility,52
Transaction,remittance,52
Transaction,electronic,52
Transaction,security,52
Transaction,record,52
Transaction,insurance,52
Transaction,notification,52
Transaction,database,52
Transaction,authorization,52
Transaction,enrollment,52
Transaction,advice,52
Modify,revision,53
Modify,recast,53
Modify,improve,53
Modify,update,53
Modify,reform,53
Modify,revise,53
Modify,redesign,53
Modify,redraft,53
Modify,rework,53
